"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,1,"NK","Spirit Air Lines","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",690.00,118.00,18.84,4.80,71.07,2.57,20.72,6.00,0.00,6417.00,1110.00,258.00,3726.00,53.00,1270.00,
2019,1,"NK","Spirit Air Lines","BOS","Boston, MA: Logan International",399.00,70.00,7.84,2.06,42.67,0.00,17.43,19.00,2.00,6608.00,391.00,335.00,4663.00,0.00,1219.00,
2019,1,"NK","Spirit Air Lines","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",646.00,92.00,22.23,1.55,41.83,2.44,23.95,6.00,0.00,7266.00,1520.00,994.00,3082.00,53.00,1617.00,
2019,1,"NK","Spirit Air Lines","DEN","Denver, CO: Denver International",235.00,44.00,5.85,0.08,25.94,0.00,12.13,0.00,0.00,2794.00,245.00,13.00,1735.00,0.00,801.00,
2019,1,"NK","Spirit Air Lines","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",569.00,83.00,15.72,0.44,44.83,0.00,22.00,4.00,0.00,6176.00,1640.00,78.00,2361.00,0.00,2097.00,
2019,1,"NK","Spirit Air Lines","DTW","Detroit, MI: Detroit Metro Wayne County",944.00,118.00,31.52,1.27,58.41,0.00,26.80,17.00,5.00,9356.00,1929.00,804.00,3588.00,0.00,3035.00,
2019,1,"NK","Spirit Air Lines","EWR","Newark, NJ: Newark Liberty International",304.00,78.00,4.80,0.22,70.07,0.19,2.73,0.00,0.00,6571.00,359.00,35.00,5986.00,5.00,186.00,
2019,1,"NK","Spirit Air Lines","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1701.00,282.00,42.78,7.81,172.37,0.60,58.44,12.00,0.00,23030.00,4959.00,597.00,11949.00,15.00,5510.00,
2019,1,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",543.00,59.00,10.99,2.13,30.94,0.29,14.65,5.00,0.00,3658.00,677.00,248.00,1506.00,19.00,1208.00,
2019,1,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",1267.00,184.00,38.29,6.95,93.57,0.21,44.97,8.00,0.00,11887.00,3511.00,385.00,4905.00,4.00,3082.00,
2019,1,"NK","Spirit Air Lines","LAX","Los Angeles, CA: Los Angeles International",680.00,115.00,17.22,3.54,71.58,0.00,22.67,5.00,0.00,7019.00,2147.00,147.00,3297.00,0.00,1428.00,
2019,1,"NK","Spirit Air Lines","LGA","New York, NY: LaGuardia",341.00,105.00,4.54,1.29,94.61,1.46,3.10,10.00,1.00,8266.00,251.00,310.00,7248.00,56.00,401.00,
2019,1,"NK","Spirit Air Lines","MCO","Orlando, FL: Orlando International",1335.00,210.00,37.43,5.12,127.84,0.20,39.41,10.00,0.00,13453.00,2583.00,283.00,5390.00,11.00,5186.00,
2019,1,"NK","Spirit Air Lines","MSP","Minneapolis, MN: Minneapolis-St Paul International",349.00,45.00,12.36,1.02,16.50,0.00,15.12,11.00,0.00,3078.00,1410.00,60.00,847.00,0.00,761.00,
2019,1,"NK","Spirit Air Lines","ORD","Chicago, IL: Chicago O'Hare International",734.00,169.00,30.03,9.67,102.04,0.00,27.26,34.00,0.00,19955.00,2417.00,4226.00,11015.00,0.00,2297.00,
2019,1,"NK","Spirit Air Lines","PDX","Portland, OR: Portland International",55.00,8.00,2.42,0.00,3.00,0.00,2.58,0.00,1.00,503.00,202.00,0.00,189.00,0.00,112.00,
2019,1,"NK","Spirit Air Lines","PHL","Philadelphia, PA: Philadelphia International",284.00,40.00,11.00,0.00,16.10,1.59,11.31,1.00,0.00,2864.00,1143.00,0.00,820.00,48.00,853.00,
2019,1,"NK","Spirit Air Lines","PHX","Phoenix, AZ: Phoenix Sky Harbor International",93.00,17.00,2.75,1.20,5.56,0.00,7.49,3.00,0.00,1802.00,170.00,898.00,252.00,0.00,482.00,
2019,1,"NK","Spirit Air Lines","SAN","San Diego, CA: San Diego International",143.00,25.00,3.73,0.00,10.63,0.00,10.64,1.00,0.00,1314.00,128.00,0.00,357.00,0.00,829.00,
2019,1,"NK","Spirit Air Lines","SEA","Seattle, WA: Seattle/Tacoma International",103.00,13.00,4.52,0.00,6.71,0.00,1.78,0.00,0.00,649.00,270.00,0.00,312.00,0.00,67.00,
2019,1,"NK","Spirit Air Lines","TPA","Tampa, FL: Tampa International",654.00,67.00,14.54,4.80,36.47,0.00,11.20,11.00,1.00,3367.00,663.00,496.00,1349.00,0.00,859.00,
2019,1,"OH","PSA Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",145.00,23.00,7.39,0.00,10.42,0.00,5.19,2.00,0.00,1246.00,444.00,0.00,516.00,0.00,286.00,
2019,1,"OH","PSA Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,18.00,18.00,0.00,0.00,0.00,0.00,
2019,1,"OH","PSA Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",7376.00,841.00,204.67,35.89,244.96,1.94,353.54,149.00,3.00,49395.00,17141.00,2305.00,7680.00,57.00,22212.00,
2019,1,"OH","PSA Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",2673.00,514.00,103.44,21.79,140.87,1.44,246.46,189.00,7.00,36665.00,7888.00,1947.00,6316.00,134.00,20380.00,
2019,1,"OH","PSA Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",107.00,10.00,3.04,0.19,3.38,0.00,3.38,6.00,0.00,948.00,272.00,16.00,186.00,0.00,474.00,
2019,1,"OH","PSA Airlines Inc.","IAD","Washington, DC: Washington Dulles International",156.00,23.00,7.78,0.00,8.08,0.00,7.14,0.00,1.00,684.00,269.00,0.00,224.00,0.00,191.00,
2019,1,"OH","PSA Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",22.00,5.00,1.97,0.00,3.03,0.00,0.00,0.00,0.00,132.00,60.00,0.00,72.00,0.00,0.00,
2019,1,"OH","PSA Airlines Inc.","JFK","New York, NY: John F. Kennedy International",72.00,8.00,1.18,0.25,2.70,0.00,3.87,3.00,0.00,737.00,118.00,27.00,179.00,0.00,413.00,
2019,1,"OH","PSA Airlines Inc.","LGA","New York, NY: LaGuardia",149.00,59.00,5.89,1.75,33.75,0.53,17.08,6.00,2.00,4222.00,295.00,92.00,2415.00,10.00,1410.00,
2019,1,"OH","PSA Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",140.00,16.00,6.98,0.34,5.67,0.00,3.00,22.00,0.00,721.00,234.00,11.00,339.00,0.00,137.00,
2019,1,"OH","PSA Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",1226.00,196.00,52.85,9.97,50.62,0.64,81.91,33.00,0.00,14471.00,5023.00,900.00,2116.00,16.00,6416.00,
2019,1,"OO","SkyWest Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",2362.00,383.00,72.68,29.07,105.85,1.02,174.38,45.00,7.00,32613.00,10889.00,5878.00,4190.00,54.00,11602.00,
2019,1,"OO","SkyWest Airlines Inc.","BOS","Boston, MA: Logan International",234.00,46.00,3.80,5.95,17.62,0.00,18.64,18.00,0.00,5702.00,634.00,1568.00,1378.00,0.00,2122.00,
2019,1,"OO","SkyWest Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",10.00,2.00,1.19,0.00,0.81,0.00,0.00,0.00,0.00,89.00,72.00,0.00,17.00,0.00,0.00,
2019,1,"OO","SkyWest Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",434.00,96.00,40.62,2.16,22.24,0.00,30.99,11.00,0.00,8544.00,4917.00,84.00,805.00,0.00,2738.00,
2019,1,"OO","SkyWest Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",97.00,31.00,9.33,3.56,10.39,0.00,7.72,12.00,0.00,2072.00,708.00,331.00,515.00,0.00,518.00,
2019,1,"OO","SkyWest Airlines Inc.","DEN","Denver, CO: Denver International",3765.00,804.00,129.04,17.67,283.29,0.81,373.19,108.00,3.00,66473.00,21169.00,1950.00,12309.00,14.00,31031.00,
2019,1,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",1643.00,467.00,100.25,5.00,148.07,2.19,211.49,33.00,0.00,39306.00,16170.00,261.00,5340.00,44.00,17491.00,
2019,1,"OO","SkyWest Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",2980.00,616.00,120.92,54.70,150.90,0.22,289.27,130.00,11.00,73769.00,24041.00,15843.00,7008.00,10.00,26867.00,
2019,1,"OO","SkyWest Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",36.00,7.00,5.11,0.00,0.52,0.00,1.37,2.00,0.00,450.00,289.00,0.00,58.00,0.00,103.00,
2019,1,"OO","SkyWest Airlines Inc.","IAD","Washington, DC: Washington Dulles International",260.00,43.00,18.15,2.10,11.90,0.00,10.84,13.00,0.00,4577.00,2864.00,192.00,502.00,0.00,1019.00,
2019,1,"OO","SkyWest Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",731.00,193.00,57.23,8.74,54.34,0.00,72.69,14.00,0.00,14768.00,5259.00,1055.00,2304.00,0.00,6150.00,
2019,1,"OO","SkyWest Airlines Inc.","JFK","New York, NY: John F. Kennedy International",323.00,78.00,17.06,10.57,32.86,0.00,17.50,13.00,0.00,7962.00,2705.00,917.00,2086.00,0.00,2254.00,
2019,1,"OO","SkyWest Airlines Inc.","LAS","Las Vegas, NV: McCarran International",150.00,23.00,0.98,0.00,8.70,0.00,13.32,0.00,0.00,1528.00,192.00,0.00,466.00,0.00,870.00,
2019,1,"OO","SkyWest Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2810.00,620.00,123.61,7.80,211.03,1.59,275.96,72.00,2.00,51649.00,16307.00,1740.00,9564.00,58.00,23980.00,
2019,1,"OO","SkyWest Airlines Inc.","LGA","New York, NY: LaGuardia",1082.00,443.00,56.09,49.16,176.10,0.00,161.64,33.00,5.00,41322.00,7150.00,5884.00,12301.00,0.00,15987.00,
2019,1,"OO","SkyWest Airlines Inc.","MCO","Orlando, FL: Orlando International",1.00,1.00,0.00,0.00,0.68,0.00,0.32,0.00,0.00,19.00,0.00,0.00,13.00,0.00,6.00,
2019,1,"OO","SkyWest Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",224.00,38.00,9.82,8.38,8.12,0.00,11.67,2.00,2.00,3268.00,980.00,949.00,379.00,0.00,960.00,
2019,1,"OO","SkyWest Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",3563.00,591.00,112.39,63.21,170.67,0.03,244.71,51.00,1.00,57249.00,19298.00,12045.00,6343.00,1.00,19562.00,
2019,1,"OO","SkyWest Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",4631.00,1405.00,226.11,44.78,480.23,1.21,652.66,664.00,17.00,169437.00,47468.00,13011.00,43847.00,28.00,65083.00,
2019,1,"OO","SkyWest Airlines Inc.","PDX","Portland, OR: Portland International",546.00,59.00,10.10,4.92,23.93,0.00,20.05,8.00,2.00,2731.00,817.00,326.00,706.00,0.00,882.00,
2019,1,"OO","SkyWest Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",36.00,4.00,0.06,0.00,1.19,0.00,2.76,2.00,0.00,332.00,1.00,0.00,48.00,0.00,283.00,
2019,1,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1021.00,145.00,28.53,1.51,30.79,0.00,84.16,16.00,0.00,13834.00,6204.00,89.00,1132.00,0.00,6409.00,
2019,1,"OO","SkyWest Airlines Inc.","SAN","San Diego, CA: San Diego International",900.00,146.00,34.83,1.26,60.59,0.00,49.32,8.00,5.00,8744.00,2734.00,146.00,2253.00,0.00,3611.00,
2019,1,"OO","SkyWest Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",563.00,68.00,13.71,2.35,19.98,1.00,30.96,5.00,1.00,4024.00,827.00,319.00,728.00,35.00,2115.00,
2019,1,"OO","SkyWest Airlines Inc.","SFO","San Francisco, CA: San Francisco International",3394.00,929.00,107.59,17.85,466.98,1.01,335.56,289.00,29.00,105380.00,18081.00,3787.00,53967.00,39.00,29506.00,
2019,1,"OO","SkyWest Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",3877.00,624.00,110.85,43.42,204.17,1.00,264.56,50.00,3.00,53995.00,15954.00,7185.00,7166.00,18.00,23672.00,
2019,1,"UA","United Air Lines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",272.00,58.00,12.44,1.05,21.69,0.00,22.81,1.00,0.00,2762.00,645.00,38.00,607.00,0.00,1472.00,
2019,1,"UA","United Air Lines Inc.","BOS","Boston, MA: Logan International",951.00,225.00,48.57,10.02,103.57,0.00,62.85,36.00,1.00,22281.00,3622.00,977.00,10961.00,0.00,6721.00,
2019,1,"UA","United Air Lines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",226.00,53.00,11.08,4.37,26.39,0.00,11.15,6.00,1.00,2711.00,735.00,428.00,862.00,0.00,686.00,
2019,1,"UA","United Air Lines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",59.00,14.00,3.35,0.74,1.39,0.00,8.51,1.00,0.00,683.00,159.00,34.00,40.00,0.00,450.00,
2019,1,"UA","United Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",325.00,82.00,17.41,9.87,26.86,0.00,27.87,9.00,3.00,5452.00,889.00,635.00,1165.00,0.00,2763.00,
2019,1,"UA","United Air Lines Inc.","DEN","Denver, CO: Denver International",5063.00,672.00,169.25,35.04,280.10,0.00,187.61,27.00,2.00,46571.00,12478.00,2124.00,11324.00,0.00,20645.00,
2019,1,"UA","United Air Lines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",328.00,66.00,16.84,6.39,17.56,0.00,25.21,12.00,0.00,4439.00,954.00,418.00,578.00,0.00,2489.00,
2019,1,"UA","United Air Lines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",95.00,36.00,10.80,0.67,21.51,0.00,3.03,0.00,1.00,2459.00,487.00,10.00,928.00,0.00,1034.00,
2019,1,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",4287.00,1201.00,154.89,21.68,822.41,0.00,202.01,31.00,13.00,96191.00,14677.00,1469.00,59685.00,0.00,20360.00,
2019,1,"UA","United Air Lines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",626.00,128.00,23.57,8.28,42.50,0.00,53.65,3.00,4.00,7993.00,1580.00,340.00,1623.00,0.00,4450.00,
2019,1,"UA","United Air Lines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",390.00,75.00,30.11,1.77,35.39,0.00,7.73,1.00,1.00,5728.00,2041.00,76.00,1348.00,0.00,2263.00,
2019,1,"UA","United Air Lines Inc.","IAD","Washington, DC: Washington Dulles International",1825.00,255.00,68.61,10.29,102.93,0.00,73.16,14.00,8.00,17218.00,5570.00,662.00,3156.00,0.00,7830.00,
2019,1,"UA","United Air Lines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",4980.00,591.00,159.70,21.91,223.82,0.00,185.56,18.00,3.00,33481.00,9523.00,1087.00,6984.00,0.00,15887.00,
2019,1,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1119.00,207.00,55.59,7.07,83.46,0.00,60.88,8.00,1.00,12244.00,3158.00,309.00,3723.00,0.00,5054.00,
2019,1,"UA","United Air Lines Inc.","LAX","Los Angeles, CA: Los Angeles International",2116.00,335.00,68.22,19.79,151.42,0.00,95.57,13.00,6.00,23088.00,4456.00,1106.00,6266.00,0.00,11260.00,
2019,1,"UA","United Air Lines Inc.","LGA","New York, NY: LaGuardia",648.00,212.00,27.87,10.99,129.07,0.00,44.07,12.00,3.00,16960.00,2079.00,891.00,8604.00,0.00,5386.00,
2019,1,"UA","United Air Lines Inc.","MCO","Orlando, FL: Orlando International",1008.00,173.00,42.11,14.57,65.69,0.00,50.63,4.00,0.00,10231.00,2446.00,742.00,2365.00,0.00,4678.00,
2019,1,"UA","United Air Lines Inc.","MIA","Miami, FL: Miami International",442.00,86.00,17.65,8.13,32.18,0.00,28.04,3.00,0.00,5028.00,991.00,507.00,1320.00,0.00,2210.00,
2019,1,"UA","United Air Lines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",209.00,56.00,14.26,10.43,12.56,0.00,18.75,8.00,0.00,4138.00,1391.00,557.00,444.00,0.00,1746.00,
2019,1,"UA","United Air Lines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5477.00,1286.00,193.61,52.89,760.05,0.00,279.45,266.00,10.00,143440.00,19199.00,10386.00,83094.00,0.00,30761.00,
2019,1,"UA","United Air Lines Inc.","PDX","Portland, OR: Portland International",461.00,98.00,26.74,8.69,31.79,0.00,30.78,3.00,3.00,5842.00,1546.00,400.00,1166.00,0.00,2730.00,
2019,1,"UA","United Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",304.00,50.00,9.48,6.96,15.63,0.00,17.93,6.00,0.00,3366.00,521.00,369.00,740.00,0.00,1736.00,
2019,1,"UA","United Air Lines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",665.00,116.00,28.40,14.83,39.20,0.00,33.57,5.00,0.00,8258.00,1923.00,1500.00,1423.00,0.00,3412.00,
2019,1,"UA","United Air Lines Inc.","SAN","San Diego, CA: San Diego International",761.00,144.00,45.21,7.57,53.75,0.00,37.47,9.00,4.00,8645.00,3087.00,968.00,1727.00,0.00,2863.00,
2019,1,"UA","United Air Lines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",645.00,122.00,30.61,7.20,35.09,0.00,49.10,7.00,2.00,8368.00,2738.00,419.00,1266.00,0.00,3945.00,
2019,1,"UA","United Air Lines Inc.","SFO","San Francisco, CA: San Francisco International",4303.00,1073.00,160.99,32.49,664.23,0.00,215.30,40.00,9.00,104266.00,16046.00,3238.00,64286.00,0.00,20696.00,
2019,1,"UA","United Air Lines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",219.00,35.00,8.93,3.03,5.66,0.00,17.38,4.00,0.00,2346.00,356.00,614.00,160.00,0.00,1216.00,
2019,1,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",608.00,111.00,26.80,7.83,42.34,0.00,34.04,5.00,2.00,5977.00,1325.00,382.00,1541.00,0.00,2729.00,
2019,1,"WN","Southwest Airlines Co.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3556.00,516.00,148.81,13.92,152.83,1.00,199.44,115.00,4.00,22516.00,7868.00,1201.00,4948.00,28.00,8471.00,
2019,1,"WN","Southwest Airlines Co.","BOS","Boston, MA: Logan International",739.00,137.00,48.35,8.54,42.18,1.44,36.50,69.00,5.00,7890.00,2350.00,588.00,2843.00,106.00,2003.00,
2019,1,"WN","Southwest Airlines Co.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5332.00,611.00,218.43,11.94,114.49,1.60,264.55,275.00,3.00,28235.00,11409.00,864.00,3840.00,51.00,12071.00,
2019,1,"WN","Southwest Airlines Co.","CLT","Charlotte, NC: Charlotte Douglas International",271.00,58.00,23.32,1.43,10.83,0.00,22.43,16.00,0.00,2446.00,1222.00,60.00,328.00,0.00,836.00,
2019,1,"WN","Southwest Airlines Co.","DCA","Washington, DC: Ronald Reagan Washington National",1383.00,216.00,73.82,3.43,61.26,0.95,76.54,99.00,2.00,9760.00,4001.00,355.00,2039.00,19.00,3346.00,
2019,1,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5496.00,784.00,255.96,11.09,204.87,3.37,308.72,83.00,4.00,35825.00,11300.00,818.00,8225.00,71.00,15411.00,
2019,1,"WN","Southwest Airlines Co.","DTW","Detroit, MI: Detroit Metro Wayne County",488.00,84.00,36.11,3.32,20.31,0.00,24.26,62.00,1.00,3580.00,1630.00,158.00,812.00,0.00,980.00,
2019,1,"WN","Southwest Airlines Co.","EWR","Newark, NJ: Newark Liberty International",483.00,166.00,37.15,6.02,89.54,0.00,33.29,30.00,1.00,10261.00,2133.00,526.00,5662.00,0.00,1940.00,
2019,1,"WN","Southwest Airlines Co.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2342.00,422.00,133.78,3.81,154.24,1.30,128.88,43.00,2.00,18474.00,6829.00,156.00,5033.00,101.00,6355.00,
2019,1,"WN","Southwest Airlines Co.","IAD","Washington, DC: Washington Dulles International",158.00,27.00,11.45,0.72,6.42,0.00,8.42,4.00,1.00,1323.00,587.00,28.00,212.00,0.00,496.00,
2019,1,"WN","Southwest Airlines Co.","LAS","Las Vegas, NV: McCarran International",5968.00,791.00,214.62,15.16,228.29,1.00,331.94,95.00,2.00,37131.00,11167.00,722.00,8780.00,15.00,16447.00,
2019,1,"WN","Southwest Airlines Co.","LAX","Los Angeles, CA: Los Angeles International",3566.00,532.00,170.55,6.03,173.59,1.38,180.45,110.00,2.00,23826.00,7201.00,594.00,6154.00,59.00,9818.00,
2019,1,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",1058.00,333.00,67.35,8.05,196.30,0.00,61.30,76.00,2.00,18602.00,4217.00,419.00,10050.00,0.00,3916.00,
2019,1,"WN","Southwest Airlines Co.","MCO","Orlando, FL: Orlando International",3583.00,601.00,187.85,6.57,200.72,1.00,204.87,85.00,2.00,28329.00,10605.00,394.00,5825.00,28.00,11477.00,
2019,1,"WN","Southwest Airlines Co.","MDW","Chicago, IL: Chicago Midway International",6040.00,904.00,229.85,8.56,330.54,1.74,333.31,793.00,18.00,39707.00,11038.00,837.00,10804.00,43.00,16985.00,
2019,1,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",689.00,106.00,41.04,3.99,19.11,0.00,41.87,69.00,1.00,4714.00,2026.00,107.00,642.00,0.00,1939.00,
2019,1,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",1129.00,147.00,45.70,2.50,27.54,0.00,71.27,14.00,1.00,6136.00,1789.00,317.00,797.00,0.00,3233.00,
2019,1,"WN","Southwest Airlines Co.","PHL","Philadelphia, PA: Philadelphia International",701.00,107.00,33.38,1.88,23.75,0.30,47.69,30.00,0.00,5200.00,1824.00,81.00,733.00,7.00,2555.00,
2019,1,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5119.00,641.00,211.76,6.75,132.01,2.70,287.77,86.00,1.00,29894.00,11585.00,509.00,4014.00,121.00,13665.00,
2019,1,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",3315.00,401.00,125.37,3.70,86.05,0.00,185.88,67.00,2.00,18404.00,5812.00,433.00,2677.00,0.00,9482.00,
2019,1,"WN","Southwest Airlines Co.","SEA","Seattle, WA: Seattle/Tacoma International",863.00,147.00,50.68,3.11,39.30,0.06,53.85,10.00,1.00,6403.00,2589.00,166.00,1295.00,1.00,2352.00,
2019,1,"WN","Southwest Airlines Co.","SFO","San Francisco, CA: San Francisco International",1207.00,318.00,51.39,7.04,152.23,0.00,107.34,87.00,0.00,24422.00,3270.00,569.00,12330.00,0.00,8253.00,
2019,1,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",928.00,173.00,63.80,2.49,33.86,1.93,70.93,13.00,0.00,6999.00,2174.00,101.00,1103.00,62.00,3559.00,
2019,1,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",2392.00,389.00,120.15,3.02,113.47,1.00,151.36,64.00,1.00,18579.00,6676.00,502.00,3622.00,15.00,7764.00,
2019,1,"YV","Mesa Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",171.00,30.00,12.00,0.00,13.00,1.00,4.00,2.00,0.00,1707.00,1088.00,0.00,395.00,42.00,182.00,
2019,1,"YV","Mesa Airlines Inc.","BOS","Boston, MA: Logan International",12.00,2.00,1.00,0.00,1.00,0.00,0.00,2.00,0.00,49.00,34.00,0.00,15.00,0.00,0.00,
2019,1,"YV","Mesa Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",183.00,26.00,15.00,0.00,8.00,0.00,3.00,4.00,0.00,1206.00,810.00,0.00,274.00,0.00,122.00,
2019,1,"YV","Mesa Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",90.00,14.00,10.00,0.00,2.00,0.00,2.00,2.00,0.00,783.00,596.00,0.00,80.00,0.00,107.00,
2019,1,"YV","Mesa Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",3343.00,653.00,134.37,32.31,193.77,6.89,285.66,105.00,0.00,44357.00,14610.00,2330.00,6761.00,244.00,20412.00,
2019,1,"YV","Mesa Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",206.00,40.00,14.00,4.00,9.00,0.00,13.00,9.00,1.00,3041.00,1011.00,394.00,276.00,0.00,1360.00,
2019,1,"YV","Mesa Airlines Inc.","IAD","Washington, DC: Washington Dulles International",1792.00,276.00,48.00,16.00,80.00,0.00,132.00,91.00,1.00,22643.00,6511.00,2047.00,2907.00,0.00,11178.00,
2019,1,"YV","Mesa Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",2660.00,397.00,111.80,39.00,135.42,1.00,109.77,26.00,9.00,23590.00,9957.00,2470.00,4081.00,17.00,7065.00,
2019,1,"YV","Mesa Airlines Inc.","LGA","New York, NY: LaGuardia",177.00,77.00,13.00,2.00,57.00,0.00,5.00,8.00,0.00,7376.00,1631.00,64.00,5264.00,0.00,417.00,
2019,1,"YV","Mesa Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",142.00,22.00,13.00,2.00,4.00,0.00,3.00,2.00,0.00,1185.00,668.00,92.00,275.00,0.00,150.00,
2019,1,"YV","Mesa Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",68.00,6.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,196.00,99.00,40.00,57.00,0.00,0.00,
2019,1,"YV","Mesa Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1704.00,251.00,71.94,8.32,52.14,0.48,118.12,35.00,2.00,20663.00,7228.00,1464.00,1867.00,14.00,10090.00,
2019,1,"YV","Mesa Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",37.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00,367.00,0.00,0.00,0.00,0.00,
2019,1,"YX","Republic Airline","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",450.00,94.00,15.96,0.88,29.53,0.15,47.49,20.00,0.00,5572.00,1108.00,168.00,1093.00,13.00,3190.00,
2019,1,"YX","Republic Airline","BOS","Boston, MA: Logan International",531.00,136.00,27.93,4.58,63.26,0.00,40.23,32.00,1.00,9662.00,2067.00,522.00,3748.00,0.00,3325.00,
2019,1,"YX","Republic Airline","CLT","Charlotte, NC: Charlotte Douglas International",1176.00,241.00,46.22,8.42,86.41,0.00,99.95,31.00,1.00,12609.00,2667.00,684.00,2929.00,0.00,6329.00,
2019,1,"YX","Republic Airline","DCA","Washington, DC: Ronald Reagan Washington National",2861.00,577.00,88.14,10.73,245.56,0.08,232.49,186.00,5.00,36241.00,6541.00,1820.00,10493.00,14.00,17373.00,
2019,1,"YX","Republic Airline","DEN","Denver, CO: Denver International",311.00,57.00,11.44,2.32,24.13,0.00,19.11,2.00,1.00,4321.00,1420.00,275.00,986.00,0.00,1640.00,
